"REF_DATE","GEO","DGUID","Labour force characteristics","Educational attainment","Gender","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2024","Canada","2021A000011124","Population","Bachelor's degree","Total - Gender","25 years and over","Persons in thousands","428","thousands","3","v2582578","1.1.8.1.3","6520.6","","","","1"
"2025","Canada","2021A000011124","Population","Bachelor's degree","Total - Gender","25 years and over","Persons in thousands","428","thousands","3","v2582578","1.1.8.1.3","6514.3","","","","1"
"2015","Canada","2021A000011124","Population","Bachelor's degree","Men+","25 years and over","Persons in thousands","428","thousands","3","v2583388","1.1.8.2.3","2035.3","","","","1"
"2016","Canada","2021A000011124","Population","Bachelor's degree","Men+","25 years and over","Persons in thousands","428","thousands","3","v2583388","1.1.8.2.3","2093.0","","","","1"
"2017","Canada","2021A000011124","Population","Bachelor's degree","Men+","25 years and over","Persons in thousands","428","thousands","3","v2583388","1.1.8.2.3","2162.7","","","","1"
"2018","Canada","2021A000011124","Population","Bachelor's degree","Men+","25 years and over","Persons in thousands","428","thousands","3","v2583388","1.1.8.2.3","2249.6","","","","1"
"2019","Canada","2021A000011124","Population","Bachelor's degree","Men+","25 years and over","Persons in thousands","428","thousands","3","v2583388","1.1.8.2.3","2381.0","","","","1"
"2020","Canada","2021A000011124","Population","Bachelor's degree","Men+","25 years and over","Persons in thousands","428","thousands","3","v2583388","1.1.8.2.3","2501.4","","","","1"
"2021","Canada","2021A000011124","Population","Bachelor's degree","Men+","25 years and over","Persons in thousands","428","thousands","3","v2583388","1.1.8.2.3","2645.5","","","","1"
"2022","Canada","2021A000011124","Population","Bachelor's degree","Men+","25 years and over","Persons in thousands","428","thousands","3","v2583388","1.1.8.2.3","2664.7","","","","1"
"2023","Canada","2021A000011124","Population","Bachelor's degree","Men+","25 years and over","Persons in thousands","428","thousands","3","v2583388","1.1.8.2.3","2805.9","","","","1"
"2024","Canada","2021A000011124","Population","Bachelor's degree","Men+","25 years and over","Persons in thousands","428","thousands","3","v2583388","1.1.8.2.3","2996.8","","","","1"
"2025","Canada","2021A000011124","Population","Bachelor's degree","Men+","25 years and over","Persons in thousands","428","thousands","3","v2583388","1.1.8.2.3","2969.5","","","","1"
"2015","Canada","2021A000011124","Population","Bachelor's degree","Women+","25 years and over","Persons in thousands","428","thousands","3","v2584198","1.1.8.3.3","2397.0","","","","1"
"2016","Canada","2021A000011124","Population","Bachelor's degree","Women+","25 years and over","Persons in thousands","428","thousands","3","v2584198","1.1.8.3.3","2497.8","","","","1"
"2017","Canada","2021A000011124","Population","Bachelor's degree","Women+","25 years and over","Persons in thousands","428","thousands","3","v2584198","1.1.8.3.3","2604.7","","","","1"
"2018","Canada","2021A000011124","Population","Bachelor's degree","Women+","25 years and over","Persons in thousands","428","thousands","3","v2584198","1.1.8.3.3","2688.0","","","","1"
"2019","Canada","2021A000011124","Population","Bachelor's degree","Women+","25 years and over","Persons in thousands","428","thousands","3","v2584198","1.1.8.3.3","2829.9","","","","1"
"2020","Canada","2021A000011124","Population","Bachelor's degree","Women+","25 years and over","Persons in thousands","428","thousands","3","v2584198","1.1.8.3.3","3021.5","","","","1"
"2021","Canada","2021A000011124","Population","Bachelor's degree","Women+","25 years and over","Persons in thousands","428","thousands","3","v2584198","1.1.8.3.3","3103.3","","","","1"
"2022","Canada","2021A000011124","Population","Bachelor's degree","Women+","25 years and over","Persons in thousands","428","thousands","3","v2584198","1.1.8.3.3","3194.3","","","","1"
"2023","Canada","2021A000011124","Population","Bachelor's degree","Women+","25 years and over","Persons in thousands","428","thousands","3","v2584198","1.1.8.3.3","3277.2","","","","1"
"2024","Canada","2021A000011124","Population","Bachelor's degree","Women+","25 years and over","Persons in thousands","428","thousands","3","v2584198","1.1.8.3.3","3523.8","","","","1"
"2025","Canada","2021A000011124","Population","Bachelor's degree","Women+","25 years and over","Persons in thousands","428","thousands","3","v2584198","1.1.8.3.3","3544.8","","","","1"
"2015","Canada","2021A000011124","Population","Above bachelor's degree","Total - Gender","25 years and over","Persons in thousands","428","thousands","3","v2582579","1.1.9.1.3","2123.9","","","","1"
"2016","Canada","2021A000011124","Population","Above bachelor's degree","Total - Gender","25 years and over","Persons in thousands","428","thousands","3","v2582579","1.1.9.1.3","2276.6","","","","1"
"2017","Canada","2021A000011124","Population","Above bachelor's degree","Total - Gender","25 years and over","Persons in thousands","428","thousands","3","v2582579","1.1.9.1.3","2323.8","","","","1"
"2018","Canada","2021A000011124","Population","Above bachelor's degree","Total - Gender","25 years and over","Persons in thousands","428","thousands","3","v2582579","1.1.9.1.3","2410.0","","","","1"
"2019","Canada","2021A000011124","Population","Above bachelor's degree","Total - Gender","25 years and over","Persons in thousands","428","thousands","3","v2582579","1.1.9.1.3","2575.1","","","","1"
"2020","Canada","2021A000011124","Population","Above bachelor's degree","Total - Gender","25 years and over","Persons in thousands","428","thousands","3","v2582579","1.1.9.1.3","2715.1","","","","1"
"2021","Canada","2021A000011124","Population","Above bachelor's degree","Total - Gender","25 years and over","Persons in thousands","428","thousands","3","v2582579","1.1.9.1.3","2781.2","","","","1"
"2022","Canada","2021A000011124","Population","Above bachelor's degree","Total - Gender","25 years and over","Persons in thousands","428","thousands","3","v2582579","1.1.9.1.3","2984.1","","","","1"
"2023","Canada","2021A000011124","Population","Above bachelor's degree","Total - Gender","25 years and over","Persons in thousands","428","thousands","3","v2582579","1.1.9.1.3","3136.3","","","","1"
"2024","Canada","2021A000011124","Population","Above bachelor's degree","Total - Gender","25 years and over","Persons in thousands","428","thousands","3","v2582579","1.1.9.1.3","3482.3","","","","1"
"2025","Canada","2021A000011124","Population","Above bachelor's degree","Total - Gender","25 years and over","Persons in thousands","428","thousands","3","v2582579","1.1.9.1.3","3766.9","","","","1"
"2015","Canada","2021A000011124","Population","Above bachelor's degree","Men+","25 years and over","Persons in thousands","428","thousands","3","v2583389","1.1.9.2.3","1081.6","","","","1"
"2016","Canada","2021A000011124","Population","Above bachelor's degree","Men+","25 years and over","Persons in thousands","428","thousands","3","v2583389","1.1.9.2.3","1169.7","","","","1"
"2017","Canada","2021A000011124","Population","Above bachelor's degree","Men+","25 years and over","Persons in thousands","428","thousands","3","v2583389","1.1.9.2.3","1183.8","","","","1"
"2018","Canada","2021A000011124","Population","Above bachelor's degree","Men+","25 years and over","Persons in thousands","428","thousands","3","v2583389","1.1.9.2.3","1211.4","","","","1"
"2019","Canada","2021A000011124","Population","Above bachelor's degree","Men+","25 years and over","Persons in thousands","428","thousands","3","v2583389","1.1.9.2.3","1291.2","","","","1"
"2020","Canada","2021A000011124","Population","Above bachelor's degree","Men+","25 years and over","Persons in thousands","428","thousands","3","v2583389","1.1.9.2.3","1364.8","","","","1"
"2021","Canada","2021A000011124","Population","Above bachelor's degree","Men+","25 years and over","Persons in thousands","428","thousands","3","v2583389","1.1.9.2.3","1387.9","","","","1"
"2022","Canada","2021A000011124","Population","Above bachelor's degree","Men+","25 years and over","Persons in thousands","428","thousands","3","v2583389","1.1.9.2.3","1472.3","","","","1"
"2023","Canada","2021A000011124","Population","Above bachelor's degree","Men+","25 years and over","Persons in thousands","428","thousands","3","v2583389","1.1.9.2.3","1514.8","","","","1"
"2024","Canada","2021A000011124","Population","Above bachelor's degree","Men+","25 years and over","Persons in thousands","428","thousands","3","v2583389","1.1.9.2.3","1693.5","","","","1"
"2025","Canada","2021A000011124","Population","Above bachelor's degree","Men+","25 years and over","Persons in thousands","428","thousands","3","v2583389","1.1.9.2.3","1794.3","","","","1"
"2015","Canada","2021A000011124","Population","Above bachelor's degree","Women+","25 years and over","Persons in thousands","428","thousands","3","v2584199","1.1.9.3.3","1042.3","","","","1"
"2016","Canada","2021A000011124","Population","Above bachelor's degree","Women+","25 years and over","Persons in thousands","428","thousands","3","v2584199","1.1.9.3.3","1106.9","","","","1"
"2017","Canada","2021A000011124","Population","Above bachelor's degree","Women+","25 years and over","Persons in thousands","428","thousands","3","v2584199","1.1.9.3.3","1140.0","","","","1"
"2018","Canada","2021A000011124","Population","Above bachelor's degree","Women+","25 years and over","Persons in thousands","428","thousands","3","v2584199","1.1.9.3.3","1198.6","","","","1"
"2019","Canada","2021A000011124","Population","Above bachelor's degree","Women+","25 years and over","Persons in thousands","428","thousands","3","v2584199","1.1.9.3.3","1283.9","","","","1"
"2020","Canada","2021A000011124","Population","Above bachelor's degree","Women+","25 years and over","Persons in thousands","428","thousands","3","v2584199","1.1.9.3.3","1350.3","","","","1"
"2021","Canada","2021A000011124","Population","Above bachelor's degree","Women+","25 years and over","Persons in thousands","428","thousands","3","v2584199","1.1.9.3.3","1393.3","","","","1"
"2022","Canada","2021A000011124","Population","Above bachelor's degree","Women+","25 years and over","Persons in thousands","428","thousands","3","v2584199","1.1.9.3.3","1511.8","","","","1"
"2023","Canada","2021A000011124","Population","Above bachelor's degree","Women+","25 years and over","Persons in thousands","428","thousands","3","v2584199","1.1.9.3.3","1621.5","","","","1"
"2024","Canada","2021A000011124","Population","Above bachelor's degree","Women+","25 years and over","Persons in thousands","428","thousands","3","v2584199","1.1.9.3.3","1788.8","","","","1"
"2025","Canada","2021A000011124","Population","Above bachelor's degree","Women+","25 years and over","Persons in thousands","428","thousands","3","v2584199","1.1.9.3.3","1972.6","","","","1"
"2015","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","25 years and over","Percent","239","units","0","v2582634","1.8.1.1.3","6.0","","","","1"
"2016","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","25 years and over","Percent","239","units","0","v2582634","1.8.1.1.3","6.1","","","","1"
"2017","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","25 years and over","Percent","239","units","0","v2582634","1.8.1.1.3","5.6","","","","1"
"2018","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","25 years and over","Percent","239","units","0","v2582634","1.8.1.1.3","5.0","","","","1"
"2019","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","25 years and over","Percent","239","units","0","v2582634","1.8.1.1.3","4.8","","","","1"
"2020","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","25 years and over","Percent","239","units","0","v2582634","1.8.1.1.3","8.0","","","","1"
"2021","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","25 years and over","Percent","239","units","0","v2582634","1.8.1.1.3","6.6","","","","1"
"2022","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","25 years and over","Percent","239","units","0","v2582634","1.8.1.1.3","4.5","","","","1"
"2023","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","25 years and over","Percent","239","units","0","v2582634","1.8.1.1.3","4.5","","","","1"
"2024","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","25 years and over","Percent","239","units","0","v2582634","1.8.1.1.3","5.3","","","","1"
"2025","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","25 years and over","Percent","239","units","0","v2582634","1.8.1.1.3","5.7","","","","1"
"2015","Canada","2021A000011124","Unemployment rate","Total, all education levels","Men+","25 years and over","Percent","239","units","0","v2583444","1.8.1.2.3","6.3","","","","1"
"2016","Canada","2021A000011124","Unemployment rate","Total, all education levels","Men+","25 years and over","Percent","239","units","0","v2583444","1.8.1.2.3","6.6","","","","1"
"2017","Canada","2021A000011124","Unemployment rate","Total, all education levels","Men+","25 years and over","Percent","239","units","0","v2583444","1.8.1.2.3","5.9","","","","1"
"2018","Canada","2021A000011124","Unemployment rate","Total, all education levels","Men+","25 years and over","Percent","239","units","0","v2583444","1.8.1.2.3","5.2","","","","1"
"2019","Canada","2021A000011124","Unemployment rate","Total, all education levels","Men+","25 years and over","Percent","239","units","0","v2583444","1.8.1.2.3","5.1","","","","1"
"2020","Canada","2021A000011124","Unemployment rate","Total, all education levels","Men+","25 years and over","Percent","239","units","0","v2583444","1.8.1.2.3","8.1","","","","1"
"2021","Canada","2021A000011124","Unemployment rate","Total, all education levels","Men+","25 years and over","Percent","239","units","0","v2583444","1.8.1.2.3","6.6","","","","1"
"2022","Canada","2021A000011124","Unemployment rate","Total, all education levels","Men+","25 years and over","Percent","239","units","0","v2583444","1.8.1.2.3","4.5","","","","1"
"2023","Canada","2021A000011124","Unemployment rate","Total, all education levels","Men+","25 years and over","Percent","239","units","0","v2583444","1.8.1.2.3","4.6","","","","1"
"2024","Canada","2021A000011124","Unemployment rate","Total, all education levels","Men+","25 years and over","Percent","239","units","0","v2583444","1.8.1.2.3","5.5","","","","1"
"2025","Canada","2021A000011124","Unemployment rate","Total, all education levels","Men+","25 years and over","Percent","239","units","0","v2583444","1.8.1.2.3","5.9","","","","1"
"2015","Canada","2021A000011124","Unemployment rate","Total, all education levels","Women+","25 years and over","Percent","239","units","0","v2584254","1.8.1.3.3","5.6","","","","1"
"2016","Canada","2021A000011124","Unemployment rate","Total, all education levels","Women+","25 years and over","Percent","239","units","0","v2584254","1.8.1.3.3","5.6","","","","1"
"2017","Canada","2021A000011124","Unemployment rate","Total, all education levels","Women+","25 years and over","Percent","239","units","0","v2584254","1.8.1.3.3","5.3","","","","1"
"2018","Canada","2021A000011124","Unemployment rate","Total, all education levels","Women+","25 years and over","Percent","239","units","0","v2584254","1.8.1.3.3","4.9","","","","1"
"2019","Canada","2021A000011124","Unemployment rate","Total, all education levels","Women+","25 years and over","Percent","239","units","0","v2584254","1.8.1.3.3","4.6","","","","1"
"2020","Canada","2021A000011124","Unemployment rate","Total, all education levels","Women+","25 years and over","Percent","239","units","0","v2584254","1.8.1.3.3","7.9","","","","1"
"2021","Canada","2021A000011124","Unemployment rate","Total, all education levels","Women+","25 years and over","Percent","239","units","0","v2584254","1.8.1.3.3","6.5","","","","1"
"2022","Canada","2021A000011124","Unemployment rate","Total, all education levels","Women+","25 years and over","Percent","239","units","0","v2584254","1.8.1.3.3","4.5","","","","1"
"2023","Canada","2021A000011124","Unemployment rate","Total, all education levels","Women+","25 years and over","Percent","239","units","0","v2584254","1.8.1.3.3","4.5","","","","1"
"2024","Canada","2021A000011124","Unemployment rate","Total, all education levels","Women+","25 years and over","Percent","239","units","0","v2584254","1.8.1.3.3","5.0","","","","1"
"2025","Canada","2021A000011124","Unemployment rate","Total, all education levels","Women+","25 years and over","Percent","239","units","0","v2584254","1.8.1.3.3","5.4","","","","1"
"2015","Canada","2021A000011124","Unemployment rate","High school graduate","Total - Gender","25 years and over","Percent","239","units","0","v2582637","1.8.4.1.3","6.8","","","","1"
"2016","Canada","2021A000011124","Unemployment rate","High school graduate","Total - Gender","25 years and over","Percent","239","units","0","v2582637","1.8.4.1.3","6.8","","","","1"
"2017","Canada","2021A000011124","Unemployment rate","High school graduate","Total - Gender","25 years and over","Percent","239","units","0","v2582637","1.8.4.1.3","6.3","","","","1"
"2018","Canada","2021A000011124","Unemployment rate","High school graduate","Total - Gender","25 years and over","Percent","239","units","0","v2582637","1.8.4.1.3","5.7","","","","1"
"2019","Canada","2021A000011124","Unemployment rate","High school graduate","Total - Gender","25 years and over","Percent","239","units","0","v2582637","1.8.4.1.3","5.8","","","","1"
"2020","Canada","2021A000011124","Unemployment rate","High school graduate","Total - Gender","25 years and over","Percent","239","units","0","v2582637","1.8.4.1.3","9.9","","","","1"
"2021","Canada","2021A000011124","Unemployment rate","High school graduate","Total - Gender","25 years and over","Percent","239","units","0","v2582637","1.8.4.1.3","8.4","","","","1"
"2022","Canada","2021A000011124","Unemployment rate","High school graduate","Total - Gender","25 years and over","Percent","239","units","0","v2582637","1.8.4.1.3","5.6","","","","1"
"2023","Canada","2021A000011124","Unemployment rate","High school graduate","Total - Gender","25 years and over","Percent","239","units","0","v2582637","1.8.4.1.3","5.6","","","","1"
"2024","Canada","2021A000011124","Unemployment rate","High school graduate","Total - Gender","25 years and over","Percent","239","units","0","v2582637","1.8.4.1.3","6.3","","","","1"
"2025","Canada","2021A000011124","Unemployment rate","High school graduate","Total - Gender","25 years and over","Percent","239","units","0","v2582637","1.8.4.1.3","6.9","","","","1"
"2015","Canada","2021A000011124","Unemployment rate","High school graduate","Men+","25 years and over","Percent","239","units","0","v2583447","1.8.4.2.3","7.1","","","","1"
"2016","Canada","2021A000011124","Unemployment rate","High school graduate","Men+","25 years and over","Percent","239","units","0","v2583447","1.8.4.2.3","7.4","","","","1"
"2017","Canada","2021A000011124","Unemployment rate","High school graduate","Men+","25 years and over","Percent","239","units","0","v2583447","1.8.4.2.3","6.3","","","","1"
"2018","Canada","2021A000011124","Unemployment rate","High school graduate","Men+","25 years and over","Percent","239","units","0","v2583447","1.8.4.2.3","5.8","","","","1"
"2019","Canada","2021A000011124","Unemployment rate","High school graduate","Men+","25 years and over","Percent","239","units","0","v2583447","1.8.4.2.3","6.1","","","","1"
"2020","Canada","2021A000011124","Unemployment rate","High school graduate","Men+","25 years and over","Percent","239","units","0","v2583447","1.8.4.2.3","10.0","","","","1"
"2021","Canada","2021A000011124","Unemployment rate","High school graduate","Men+","25 years and over","Percent","239","units","0","v2583447","1.8.4.2.3","8.4","","","","1"
"2022","Canada","2021A000011124","Unemployment rate","High school graduate","Men+","25 years and over","Percent","239","units","0","v2583447","1.8.4.2.3","5.6","","","","1"
"2023","Canada","2021A000011124","Unemployment rate","High school graduate","Men+","25 years and over","Percent","239","units","0","v2583447","1.8.4.2.3","5.6","","","","1"
"2024","Canada","2021A000011124","Unemployment rate","High school graduate","Men+","25 years and over","Percent","239","units","0","v2583447","1.8.4.2.3","6.7","","","","1"
"2025","Canada","2021A000011124","Unemployment rate","High school graduate","Men+","25 years and over","Percent","239","units","0","v2583447","1.8.4.2.3","7.1","","","","1"
"2015","Canada","2021A000011124","Unemployment rate","High school graduate","Women+","25 years and over","Percent","239","units","0","v2584257","1.8.4.3.3","6.4","","","","1"
"2016","Canada","2021A000011124","Unemployment rate","High school graduate","Women+","25 years and over","Percent","239","units","0","v2584257","1.8.4.3.3","6.2","","","","1"
"2017","Canada","2021A000011124","Unemployment rate","High school graduate","Women+","25 years and over","Percent","239","units","0","v2584257","1.8.4.3.3","6.2","","","","1"
"2018","Canada","2021A000011124","Unemployment rate","High school graduate","Women+","25 years and over","Percent","239","units","0","v2584257","1.8.4.3.3","5.7","","","","1"
"2019","Canada","2021A000011124","Unemployment rate","High school graduate","Women+","25 years and over","Percent","239","units","0","v2584257","1.8.4.3.3","5.5","","","","1"
"2020","Canada","2021A000011124","Unemployment rate","High school graduate","Women+","25 years and over","Percent","239","units","0","v2584257","1.8.4.3.3","9.7","","","","1"
"2021","Canada","2021A000011124","Unemployment rate","High school graduate","Women+","25 years and over","Percent","239","units","0","v2584257","1.8.4.3.3","8.4","","","","1"
"2022","Canada","2021A000011124","Unemployment rate","High school graduate","Women+","25 years and over","Percent","239","units","0","v2584257","1.8.4.3.3","5.7","","","","1"
"2023","Canada","2021A000011124","Unemployment rate","High school graduate","Women+","25 years and over","Percent","239","units","0","v2584257","1.8.4.3.3","5.6","","","","1"
"2024","Canada","2021A000011124","Unemployment rate","High school graduate","Women+","25 years and over","Percent","239","units","0","v2584257","1.8.4.3.3","5.9","","","","1"
"2025","Canada","2021A000011124","Unemployment rate","High school graduate","Women+","25 years and over","Percent","239","units","0","v2584257","1.8.4.3.3","6.5","","","","1"
"2015","Canada","2021A000011124","Unemployment rate","Some postsecondary","Total - Gender","25 years and over","Percent","239","units","0","v2582638","1.8.5.1.3","7.7","","","","1"
"2016","Canada","2021A000011124","Unemployment rate","Some postsecondary","Total - Gender","25 years and over","Percent","239","units","0","v2582638","1.8.5.1.3","8.0","","","","1"
"2017","Canada","2021A000011124","Unemployment rate","Some postsecondary","Total - Gender","25 years and over","Percent","239","units","0","v2582638","1.8.5.1.3","7.1","","","","1"
"2018","Canada","2021A000011124","Unemployment rate","Some postsecondary","Total - Gender","25 years and over","Percent","239","units","0","v2582638","1.8.5.1.3","6.1","","","","1"
"2019","Canada","2021A000011124","Unemployment rate","Some postsecondary","Total - Gender","25 years and over","Percent","239","units","0","v2582638","1.8.5.1.3","6.0","","","","1"
"2020","Canada","2021A000011124","Unemployment rate","Some postsecondary","Total - Gender","25 years and over","Percent","239","units","0","v2582638","1.8.5.1.3","10.8","","","","1"
"2021","Canada","2021A000011124","Unemployment rate","Some postsecondary","Total - Gender","25 years and over","Percent","239","units","0","v2582638","1.8.5.1.3","9.4","","","","1"
"2022","Canada","2021A000011124","Unemployment rate","Some postsecondary","Total - Gender","25 years and over","Percent","239","units","0","v2582638","1.8.5.1.3","5.6","","","","1"
"2023","Canada","2021A000011124","Unemployment rate","Some postsecondary","Total - Gender","25 years and over","Percent","239","units","0","v2582638","1.8.5.1.3","5.5","","","","1"
"2024","Canada","2021A000011124","Unemployment rate","Some postsecondary","Total - Gender","25 years and over","Percent","239","units","0","v2582638","1.8.5.1.3","6.7","","","","1"
"2025","Canada","2021A000011124","Unemployment rate","Some postsecondary","Total - Gender","25 years and over","Percent","239","units","0","v2582638","1.8.5.1.3","7.3","","","","1"
"2015","Canada","2021A000011124","Unemployment rate","Some postsecondary","Men+","25 years and over","Percent","239","units","0","v2583448","1.8.5.2.3","7.4","","","","1"
"2016","Canada","2021A000011124","Unemployment rate","Some postsecondary","Men+","25 years and over","Percent","239","units","0","v2583448","1.8.5.2.3","8.4","","","","1"
"2017","Canada","2021A000011124","Unemployment rate","Some postsecondary","Men+","25 years and over","Percent","239","units","0","v2583448","1.8.5.2.3","7.3","","","","1"
"2018","Canada","2021A000011124","Unemployment rate","Some postsecondary","Men+","25 years and over","Percent","239","units","0","v2583448","1.8.5.2.3","6.2","","","","1"
"2019","Canada","2021A000011124","Unemployment rate","Some postsecondary","Men+","25 years and over","Percent","239","units","0","v2583448","1.8.5.2.3","5.9","","","","1"
"2020","Canada","2021A000011124","Unemployment rate","Some postsecondary","Men+","25 years and over","Percent","239","units","0","v2583448","1.8.5.2.3","11.2","","","","1"
"2021","Canada","2021A000011124","Unemployment rate","Some postsecondary","Men+","25 years and over","Percent","239","units","0","v2583448","1.8.5.2.3","9.0","","","","1"
"2022","Canada","2021A000011124","Unemployment rate","Some postsecondary","Men+","25 years and over","Percent","239","units","0","v2583448","1.8.5.2.3","5.2","","","","1"
"2023","Canada","2021A000011124","Unemployment rate","Some postsecondary","Men+","25 years and over","Percent","239","units","0","v2583448","1.8.5.2.3","5.4","","","","1"
"2024","Canada","2021A000011124","Unemployment rate","Some postsecondary","Men+","25 years and over","Percent","239","units","0","v2583448","1.8.5.2.3","7.0","","","","1"
"2025","Canada","2021A000011124","Unemployment rate","Some postsecondary","Men+","25 years and over","Percent","239","units","0","v2583448","1.8.5.2.3","7.6","","","","1"
"2015","Canada","2021A000011124","Unemployment rate","Some postsecondary","Women+","25 years and over","Percent","239","units","0","v2584258","1.8.5.3.3","8.1","","","","1"
"2016","Canada","2021A000011124","Unemployment rate","Some postsecondary","Women+","25 years and over","Percent","239","units","0","v2584258","1.8.5.3.3","7.5","","","","1"
"2017","Canada","2021A000011124","Unemployment rate","Some postsecondary","Women+","25 years and over","Percent","239","units","0","v2584258","1.8.5.3.3","6.7","","","","1"
"2018","Canada","2021A000011124","Unemployment rate","Some postsecondary","Women+","25 years and over","Percent","239","units","0","v2584258","1.8.5.3.3","6.0","","","","1"
"2019","Canada","2021A000011124","Unemployment rate","Some postsecondary","Women+","25 years and over","Percent","239","units","0","v2584258","1.8.5.3.3","6.2","","","","1"
"2020","Canada","2021A000011124","Unemployment rate","Some postsecondary","Women+","25 years and over","Percent","239","units","0","v2584258","1.8.5.3.3","10.2","","","","1"
"2021","Canada","2021A000011124","Unemployment rate","Some postsecondary","Women+","25 years and over","Percent","239","units","0","v2584258","1.8.5.3.3","9.8","","","","1"
"2022","Canada","2021A000011124","Unemployment rate","Some postsecondary","Women+","25 years and over","Percent","239","units","0","v2584258","1.8.5.3.3","6.1","","","","1"
"2023","Canada","2021A000011124","Unemployment rate","Some postsecondary","Women+","25 years and over","Percent","239","units","0","v2584258","1.8.5.3.3","5.6","","","","1"
"2024","Canada","2021A000011124","Unemployment rate","Some postsecondary","Women+","25 years and over","Percent","239","units","0","v2584258","1.8.5.3.3","6.2","","","","1"
"2025","Canada","2021A000011124","Unemployment rate","Some postsecondary","Women+","25 years and over","Percent","239","units","0","v2584258","1.8.5.3.3","7.0","","","","1"
"2015","Canada","2021A000011124","Unemployment rate","Postsecondary certificate or diploma","Total - Gender","25 years and over","Percent","239","units","0","v2582639","1.8.6.1.3","5.5","","","","1"
"2016","Canada","2021A000011124","Unemployment rate","Postsecondary certificate or diploma","Total - Gender","25 years and over","Percent","239","units","0","v2582639","1.8.6.1.3","5.7","","","","1"
"2017","Canada","2021A000011124","Unemployment rate","Postsecondary certificate or diploma","Total - Gender","25 years and over","Percent","239","units","0","v2582639","1.8.6.1.3","5.5","","","","1"
"2018","Canada","2021A000011124","Unemployment rate","Postsecondary certificate or diploma","Total - Gender","25 years and over","Percent","239","units","0","v2582639","1.8.6.1.3","4.8","","","","1"
"2019","Canada","2021A000011124","Unemployment rate","Postsecondary certificate or diploma","Total - Gender","25 years and over","Percent","239","units","0","v2582639","1.8.6.1.3","4.5","","","","1"
"2020","Canada","2021A000011124","Unemployment rate","Postsecondary certificate or diploma","Total - Gender","25 years and over","Percent","239","units","0","v2582639","1.8.6.1.3","7.8","","","","1"
"2021","Canada","2021A000011124","Unemployment rate","Postsecondary certificate or diploma","Total - Gender","25 years and over","Percent","239","units","0","v2582639","1.8.6.1.3","6.6","","","","1"
"2022","Canada","2021A000011124","Unemployment rate","Postsecondary certificate or diploma","Total - Gender","25 years and over","Percent","239","units","0","v2582639","1.8.6.1.3","4.2","","","","1"
"2023","Canada","2021A000011124","Unemployment rate","Postsecondary certificate or diploma","Total - Gender","25 years and over","Percent","239","units","0","v2582639","1.8.6.1.3","4.1","","","","1"
"2024","Canada","2021A000011124","Unemployment rate","Postsecondary certificate or diploma","Total - Gender","25 years and over","Percent","239","units","0","v2582639","1.8.6.1.3","4.7","","","","1"
"2025","Canada","2021A000011124","Unemployment rate","Postsecondary certificate or diploma","Total - Gender","25 years and over","Percent","239","units","0","v2582639","1.8.6.1.3","5.2","","","","1"
"2015","Canada","2021A000011124","Unemployment rate","Postsecondary certificate or diploma","Men+","25 years and over","Percent","239","units","0","v2583449","1.8.6.2.3","6.0","","","","1"
"2016","Canada","2021A000011124","Unemployment rate","Postsecondary certificate or diploma","Men+","25 years and over","Percent","239","units","0","v2583449","1.8.6.2.3","6.3","","","","1"
"2017","Canada","2021A000011124","Unemployment rate","Postsecondary certificate or diploma","Men+","25 years and over","Percent","239","units","0","v2583449","1.8.6.2.3","5.8","","","","1"
"2018","Canada","2021A000011124","Unemployment rate","Postsecondary certificate or diploma","Men+","25 years and over","Percent","239","units","0","v2583449","1.8.6.2.3","5.0","","","","1"
"2019","Canada","2021A000011124","Unemployment rate","Postsecondary certificate or diploma","Men+","25 years and over","Percent","239","units","0","v2583449","1.8.6.2.3","4.8","","","","1"
"2020","Canada","2021A000011124","Unemployment rate","Postsecondary certificate or diploma","Men+","25 years and over","Percent","239","units","0","v2583449","1.8.6.2.3","7.8","","","","1"
"2021","Canada","2021A000011124","Unemployment rate","Postsecondary certificate or diploma","Men+","25 years and over","Percent","239","units","0","v2583449","1.8.6.2.3","6.4","","","","1"
"2022","Canada","2021A000011124","Unemployment rate","Postsecondary certificate or diploma","Men+","25 years and over","Percent","239","units","0","v2583449","1.8.6.2.3","4.2","","","","1"
"2023","Canada","2021A000011124","Unemployment rate","Postsecondary certificate or diploma","Men+","25 years and over","Percent","239","units","0","v2583449","1.8.6.2.3","4.1","","","","1"
